,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,label
370,3,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,b
371,3,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,b
372,3,0.375,0.275,0.09,0.23800000000000002,0.1075,0.0545,0.07,b
373,3,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,b
374,2,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,b
375,1,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,b
376,1,0.575,0.46,0.19,0.9940000000000001,0.392,0.2425,0.34,b
377,1,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,b
378,1,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,b
379,2,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,b
380,1,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,b
381,2,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,b
382,2,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,b
383,2,0.705,0.56,0.22,1.9809999999999999,0.8175,0.3085,0.76,b
384,1,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,b
385,2,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,b
386,3,0.235,0.16,0.04,0.048,0.0185,0.018000000000000002,0.015,b
387,3,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,b
388,2,0.57,0.48,0.18,0.9395,0.39899999999999997,0.2,0.295,b
389,1,0.645,0.51,0.2,1.5675,0.621,0.36700000000000005,0.46,b
390,2,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,b
391,1,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,b
392,2,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,b
393,2,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,b
394,2,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,b
395,2,0.5,0.405,0.155,0.772,0.34600000000000003,0.1535,0.245,b
396,2,0.56,0.45,0.16,0.922,0.43200000000000005,0.17800000000000002,0.26,b
397,2,0.5,0.4,0.165,0.825,0.254,0.205,0.285,b
398,1,0.5,0.4,0.145,0.63,0.23399999999999999,0.1465,0.23,b
399,1,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,b
400,1,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,b
401,1,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,b
402,1,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,b
403,1,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.245,b
404,2,0.555,0.445,0.135,0.836,0.336,0.1625,0.275,b
405,2,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,b
406,3,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,b
407,3,0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,b
408,3,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,b
409,3,0.23,0.175,0.065,0.0645,0.026000000000000002,0.0105,0.02,b
410,3,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,b
411,2,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,b
412,1,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,b
413,1,0.575,0.46,0.185,1.094,0.4485,0.217,0.345,b
414,2,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,b
415,2,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,b
416,1,0.635,0.505,0.17,1.415,0.605,0.297,0.365,b
417,1,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,b
418,1,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,b
419,2,0.27,0.2,0.08,0.1205,0.0465,0.027999999999999997,0.04,b
420,2,0.52,0.45,0.15,0.895,0.3615,0.18600000000000003,0.235,b
421,1,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,b
422,2,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,b
423,2,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,b
424,2,0.63,0.515,0.155,1.2590000000000001,0.4105,0.19699999999999998,0.41,b
425,1,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,b
426,1,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,b
427,2,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,b
428,2,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,b
429,1,0.565,0.505,0.21,1.2765,0.501,0.27899999999999997,0.355,b
430,2,0.61,0.475,0.165,1.1159999999999999,0.428,0.2205,0.315,b
431,3,0.295,0.215,0.085,0.128,0.049,0.034,0.04,b
432,3,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,b
433,1,0.54,0.435,0.175,0.892,0.322,0.174,0.335,b
434,2,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,b
435,2,0.645,0.515,0.24,1.5415,0.47100000000000003,0.369,0.535,b
436,2,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,b
437,2,0.56,0.44,0.14,0.971,0.44299999999999995,0.2045,0.265,b
438,1,0.635,0.535,0.19,1.242,0.5760000000000001,0.2475,0.39,b
439,3,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,b
440,3,0.265,0.21,0.06,0.0965,0.0425,0.022000000000000002,0.03,b
441,3,0.265,0.205,0.07,0.1055,0.039,0.040999999999999995,0.035,b
442,2,0.51,0.4,0.13,0.6435,0.27,0.1665,0.205,b
443,2,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,b
444,3,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,b
445,3,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,b
446,2,0.6,0.475,0.19,1.0875,0.40299999999999997,0.2655,0.325,b
447,2,0.62,0.475,0.185,1.325,0.6045,0.325,0.33,b
448,1,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,b
449,2,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,b
450,1,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,b
451,2,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,b
452,1,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,b
453,2,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18,b
454,3,0.34,0.26,0.08,0.2,0.08,0.0555,0.055,b
455,2,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,b
456,2,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,b
457,2,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,b
458,1,0.59,0.465,0.15,0.997,0.392,0.24600000000000002,0.34,b
459,1,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,b
460,2,0.63,0.49,0.18,1.13,0.45799999999999996,0.2765,0.315,b
461,1,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,b
462,2,0.685,0.52,0.15,1.3430000000000002,0.4635,0.292,0.4,b
463,2,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,b
464,1,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,b
465,2,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,b
466,2,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,b
467,2,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,b
468,2,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,b
469,3,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,b
470,2,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,b
471,1,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,b
472,2,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,b
473,2,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,b
474,2,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,b
475,1,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,b
476,1,0.62,0.47,0.14,1.0325,0.3605,0.22399999999999998,0.36,b
477,2,0.545,0.41,0.14,0.625,0.223,0.16,0.235,b
478,1,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,b
479,1,0.49,0.39,0.135,0.5785,0.2465,0.12300000000000001,0.2,b
480,3,0.26,0.2,0.07,0.092,0.037000000000000005,0.02,0.03,b
481,2,0.58,0.45,0.175,1.068,0.425,0.203,0.32,b
482,3,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,b
483,3,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,b
484,2,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,b
485,2,0.565,0.435,0.185,0.9815,0.32899999999999996,0.136,0.39,b
486,2,0.605,0.5,0.175,1.0979999999999999,0.4765,0.23199999999999998,0.375,b
487,1,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,b
488,1,0.64,0.54,0.175,1.2209999999999999,0.51,0.259,0.39,b
489,1,0.585,0.465,0.17,0.9915,0.3865,0.22399999999999998,0.265,b
490,3,0.24,0.185,0.07,0.0715,0.026000000000000002,0.018000000000000002,0.025,b
491,3,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,b
492,3,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,b
493,3,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,b
494,1,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,b
495,2,0.655,0.53,0.195,1.3880000000000001,0.5670000000000001,0.2735,0.41,b
496,2,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,b
497,2,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,b
498,1,0.585,0.465,0.14,0.9079999999999999,0.381,0.1615,0.315,b
499,1,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,b
500,1,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,b
501,2,0.59,0.455,0.145,1.073,0.475,0.19,0.285,b
502,2,0.58,0.46,0.13,0.9209999999999999,0.35700000000000004,0.18100000000000002,0.29,b
503,2,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,b
504,1,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,b
505,1,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,b
506,1,0.58,0.44,0.18,0.8540000000000001,0.3665,0.1635,0.245,b
507,1,0.62,0.47,0.225,1.115,0.37799999999999995,0.2145,0.36,b
508,1,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,b
509,2,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,b
510,2,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,b
511,2,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,b
512,2,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,b
513,1,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,b
514,2,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,b
515,2,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,b
516,1,0.345,0.25,0.09,0.203,0.078,0.059000000000000004,0.055,b
517,1,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,b
518,2,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,b
519,1,0.57,0.445,0.155,0.733,0.282,0.159,0.235,b
520,1,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,b
521,1,0.46,0.355,0.13,0.45799999999999996,0.192,0.1055,0.13,b
522,3,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,b
523,2,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,b
524,1,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,b
525,2,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,b
526,1,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,b
527,3,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,b
528,3,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,b
529,3,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,b
530,3,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,b
531,1,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,b
532,1,0.66,0.53,0.17,1.3259999999999998,0.519,0.2625,0.44,b
533,3,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,b
534,3,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,b
535,1,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,b
536,3,0.485,0.355,0.13,0.581,0.245,0.132,0.168,b
537,3,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,b
538,3,0.45,0.345,0.135,0.44299999999999995,0.1975,0.0875,0.1175,b
539,3,0.55,0.425,0.15,0.8059999999999999,0.376,0.171,0.245,b
540,3,0.46,0.355,0.14,0.4935,0.21600000000000003,0.133,0.115,b
541,1,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,b
542,2,0.45,0.335,0.14,0.4625,0.16399999999999998,0.076,0.15,b
543,1,0.405,0.31,0.12,0.3095,0.138,0.057999999999999996,0.095,b
544,3,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,b
545,2,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,b
546,3,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,b
547,3,0.605,0.47,0.14,0.9390000000000001,0.3385,0.201,0.32,b
548,3,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,b
549,1,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,b
550,3,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,b
551,3,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,b
552,2,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,b
553,1,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,b
554,3,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,b
555,2,0.415,0.345,0.135,0.3865,0.128,0.07,0.14800000000000002,b
556,1,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,b
557,1,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,b
558,3,0.465,0.36,0.105,0.498,0.214,0.11599999999999999,0.14,b
559,1,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225,b
560,2,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,b
561,3,0.44,0.345,0.12,0.48700000000000004,0.1965,0.10800000000000001,0.16,b
562,1,0.51,0.4,0.13,0.5735,0.21899999999999997,0.1365,0.195,b
563,3,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,b
564,2,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,b
565,2,0.255,0.18,0.065,0.079,0.034,0.013999999999999999,0.025,b
566,3,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,b
567,1,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,b
568,1,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,b
569,2,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,b
570,1,0.45,0.35,0.145,0.5425,0.1765,0.12300000000000001,0.175,b
571,2,0.475,0.385,0.145,0.6175,0.235,0.10800000000000001,0.215,b
572,2,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,b
573,2,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,b
574,1,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,b
575,3,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,b
576,2,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,b
577,1,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,b
578,2,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,b
579,1,0.48,0.385,0.135,0.536,0.1895,0.142,0.17300000000000001,b
580,2,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,b
581,3,0.25,0.19,0.06,0.0765,0.036000000000000004,0.0115,0.0245,b
582,2,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,b
583,2,0.555,0.44,0.15,1.092,0.41600000000000004,0.212,0.4405,b
584,2,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,b
585,1,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,b
586,2,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,b
587,1,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,b
588,2,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,b
589,2,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,b
590,2,0.505,0.38,0.13,0.6559999999999999,0.22699999999999998,0.1785,0.22,b
591,2,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,b
592,1,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,b
593,2,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,b
594,2,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,b
595,1,0.535,0.42,0.15,0.7365,0.2785,0.18600000000000003,0.215,b
596,2,0.535,0.42,0.13,0.8055,0.301,0.18100000000000002,0.28,b
597,2,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,b
598,1,0.51,0.39,0.105,0.612,0.187,0.15,0.195,b
599,1,0.605,0.46,0.17,1.122,0.34700000000000003,0.3045,0.315,b
600,1,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,b
601,2,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,b
602,1,0.605,0.495,0.19,1.4369999999999998,0.469,0.2655,0.41,b
603,2,0.57,0.44,0.155,1.1159999999999999,0.4775,0.2315,0.27,b
604,2,0.57,0.43,0.12,1.0615,0.348,0.16699999999999998,0.31,b
605,2,0.585,0.405,0.15,1.2565,0.435,0.20199999999999999,0.325,b
606,2,0.64,0.51,0.19,1.6130000000000002,0.6215,0.361,0.47,b
607,1,0.61,0.47,0.145,1.153,0.40299999999999997,0.29600000000000004,0.32,b
608,1,0.59,0.445,0.13,1.1325,0.3825,0.23399999999999999,0.32,b
609,2,0.505,0.385,0.145,0.6775,0.23600000000000002,0.179,0.2,b
610,2,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,b
611,2,0.465,0.35,0.14,0.5755,0.2015,0.1505,0.19,b
612,1,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,b
613,2,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,b
614,2,0.505,0.385,0.15,0.6415,0.24600000000000002,0.152,0.215,b
615,3,0.385,0.28,0.125,0.244,0.102,0.038,0.085,b
616,3,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,b
617,2,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,b
618,2,0.495,0.385,0.135,0.7090000000000001,0.21100000000000002,0.1375,0.262,b
619,1,0.6,0.465,0.165,0.8875,0.309,0.24600000000000002,0.262,b
620,2,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,b
621,2,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,b
622,2,0.515,0.405,0.145,0.695,0.215,0.1635,0.23399999999999999,b
623,3,0.28,0.205,0.07,0.1015,0.040999999999999995,0.03,0.03,b
624,1,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,b
625,1,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,b
626,2,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,b
627,3,0.235,0.175,0.055,0.067,0.027000000000000003,0.0125,0.018000000000000002,b
628,3,0.255,0.185,0.06,0.08800000000000001,0.0365,0.021,0.023,b
629,3,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,b
630,3,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,b
631,3,0.35,0.25,0.07,0.18,0.0655,0.048,0.054000000000000006,b
632,3,0.37,0.275,0.14,0.2215,0.09699999999999999,0.0455,0.0615,b
633,3,0.385,0.29,0.095,0.312,0.14300000000000002,0.0635,0.086,b
634,3,0.395,0.29,0.095,0.304,0.127,0.084,0.077,b
635,3,0.4,0.31,0.1,0.306,0.13,0.06,0.094,b
636,3,0.41,0.325,0.1,0.39399999999999996,0.20800000000000002,0.0655,0.106,b
637,2,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,b
638,3,0.425,0.325,0.1,0.39799999999999996,0.1185,0.0645,0.0945,b
639,2,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,b
640,1,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,b
641,1,0.595,0.465,0.14,1.113,0.5175,0.244,0.305,b
642,1,0.615,0.5,0.175,1.3769999999999998,0.5585,0.33,0.292,b
643,2,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,b
644,2,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,b
645,2,0.66,0.53,0.17,1.3905,0.5905,0.212,0.45299999999999996,b
646,1,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,b
647,3,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,b
648,3,0.24,0.175,0.055,0.0705,0.025,0.013999999999999999,0.021,b
649,3,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027000000000000003,b
650,3,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,b
651,3,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,b
652,3,0.3,0.23,0.095,0.1385,0.055999999999999994,0.0365,0.037000000000000005,b
653,3,0.305,0.22,0.07,0.141,0.062,0.031,0.037000000000000005,b
654,3,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,b
655,3,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,b
656,3,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,b
657,3,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,b
658,3,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,b
659,3,0.37,0.29,0.095,0.249,0.1045,0.057999999999999996,0.067,b
660,3,0.375,0.28,0.09,0.215,0.084,0.06,0.055,b
661,3,0.385,0.265,0.08,0.251,0.124,0.037000000000000005,0.07,b
662,3,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,b
663,3,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,b
664,3,0.42,0.32,0.115,0.376,0.16899999999999998,0.092,0.1,b
665,3,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,b
666,3,0.425,0.34,0.1,0.382,0.16399999999999998,0.096,0.1,b
667,3,0.425,0.315,0.1,0.377,0.1645,0.07200000000000001,0.105,b
668,3,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,b
669,3,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,b
670,1,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,b
671,3,0.455,0.375,0.12,0.49700000000000005,0.2355,0.1055,0.1295,b
672,1,0.465,0.35,0.125,0.48200000000000004,0.23,0.106,0.1095,b
673,1,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,b
674,2,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,b
675,2,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,b
676,2,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,b
677,1,0.66,0.475,0.18,1.3695,0.6409999999999999,0.294,0.335,b
678,1,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.5529999999999999,b
679,2,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,b
680,1,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,b
681,2,0.765,0.6,0.22,2.302,1.0070000000000001,0.509,0.6205,b
682,3,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,b
683,3,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.027999999999999997,b
684,3,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,b
685,3,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,b
686,3,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,b
687,3,0.315,0.235,0.055,0.151,0.065,0.027000000000000003,0.039,b
688,3,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,b
689,3,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,b
690,3,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,b
691,3,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,b
692,3,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,b
693,3,0.4,0.32,0.095,0.348,0.19399999999999998,0.053,0.087,b
694,3,0.41,0.325,0.1,0.3245,0.132,0.07200000000000001,0.106,b
695,3,0.42,0.31,0.095,0.27899999999999997,0.1255,0.051,0.08800000000000001,b
696,3,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,b
697,3,0.45,0.34,0.12,0.4925,0.24100000000000002,0.1075,0.12,b
698,3,0.45,0.33,0.1,0.41100000000000003,0.1945,0.1,0.098,b
699,3,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,b
700,3,0.47,0.38,0.125,0.4845,0.21100000000000002,0.1075,0.142,b
701,3,0.475,0.35,0.11,0.4565,0.20600000000000002,0.099,0.13,b
702,2,0.5,0.39,0.125,0.5215,0.2485,0.11699999999999999,0.131,b
703,1,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,b
704,1,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,b
705,2,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865,b
706,2,0.7,0.575,0.19,2.273,1.095,0.418,0.638,b
707,2,0.715,0.55,0.19,2.0045,1.0465,0.40700000000000003,0.5075,b
708,2,0.725,0.505,0.185,1.9780000000000002,1.026,0.4255,0.4505,b
709,1,0.73,0.575,0.185,1.8795,0.9309999999999999,0.38,0.4825,b
710,3,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,b
711,3,0.25,0.185,0.065,0.0685,0.0295,0.013999999999999999,0.0225,b
712,3,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,b
713,3,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,b
714,3,0.305,0.215,0.065,0.1075,0.044000000000000004,0.0205,0.038,b
715,3,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,b
716,3,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,b
717,3,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,b
718,3,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,b
719,3,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,b
720,3,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,b
721,3,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055,b
722,3,0.345,0.255,0.085,0.2005,0.105,0.037000000000000005,0.05,b
723,3,0.35,0.27,0.075,0.215,0.1,0.036000000000000004,0.065,b
724,3,0.365,0.27,0.085,0.1875,0.081,0.042,0.057999999999999996,b
725,3,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,b
726,3,0.375,0.29,0.095,0.213,0.096,0.040999999999999995,0.061,b
727,3,0.375,0.275,0.09,0.218,0.09300000000000001,0.0405,0.0755,b
728,3,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,b
729,3,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,b
730,3,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,b
731,3,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999,b
732,3,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,b
733,3,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,b
734,3,0.42,0.305,0.09,0.32799999999999996,0.168,0.0615,0.08199999999999999,b
735,3,0.515,0.42,0.135,0.711,0.337,0.14400000000000002,0.205,b
736,1,0.595,0.465,0.155,1.026,0.4645,0.11199999999999999,0.305,b
737,1,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,b
738,2,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,b
739,1,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,b
740,2,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,b
